model,model_id,condition,question_id,domain,confidence_tier,pass1,pass2,ground_truth,reversal,pass1_correct,pass2_correct,logodds1,logodds2,duplicate_removed
GPT-4o-mini,openai/gpt-4o-mini,A0,q0083,Medicine,Medium,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0081,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0082,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0083,Medicine,Medium,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0082,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0081,Medicine,High,Yes,No,Yes,True,True,False,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0083,Medicine,Medium,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0084,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0084,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0085,Medicine,High,No,No,Yes,False,False,False,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0086,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0084,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0087,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0085,Medicine,High,No,Yes,Yes,True,False,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0087,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0086,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0085,Medicine,High,No,Yes,Yes,True,False,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0087,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0088,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0086,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0088,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0089,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0088,Medicine,High,Yes,No,Yes,True,True,False,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0089,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0090,Medicine,High,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0089,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0090,Medicine,High,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0091,Medicine,Boundary,No,No,Yes,False,False,False,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0092,Medicine,High,Yes,No,Yes,True,True,False,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0091,Medicine,Boundary,No,No,Yes,False,False,False,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0090,Medicine,High,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0091,Medicine,Boundary,No,Yes,Yes,True,False,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0092,Medicine,High,Yes,No,Yes,True,True,False,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0094,Medicine,Medium,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0093,Medicine,High,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0092,Medicine,High,Yes,No,Yes,True,True,False,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0094,Medicine,Medium,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0093,Medicine,High,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0094,Medicine,Medium,No,Yes,No,True,True,False,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0093,Medicine,High,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0095,Medicine,High,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0096,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0095,Medicine,High,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0096,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0097,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0095,Medicine,High,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0096,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0097,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0098,Medicine,High,No,No,Yes,False,False,False,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0097,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0098,Medicine,High,No,No,Yes,False,False,False,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0099,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0098,Medicine,High,No,No,Yes,False,False,False,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0099,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0100,Medicine,High,No,No,Yes,False,False,False,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0099,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0100,Medicine,High,No,No,Yes,False,False,False,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0101,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0100,Medicine,High,No,No,Yes,False,False,False,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0102,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0101,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0102,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0101,Medicine,High,Yes,No,Yes,True,True,False,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0102,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0104,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0103,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0104,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0105,Medicine,High,Yes,No,No,True,False,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0104,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0103,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0105,Medicine,High,Yes,No,No,True,False,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0103,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0105,Medicine,High,Yes,No,No,True,False,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0106,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0107,Medicine,Boundary,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0108,Medicine,Medium,No,No,Yes,False,False,False,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0106,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0107,Medicine,Boundary,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0108,Medicine,Medium,No,No,Yes,False,False,False,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0107,Medicine,Boundary,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0109,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0106,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0108,Medicine,Medium,No,No,Yes,False,False,False,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0109,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0109,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0110,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0111,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0110,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0112,Medicine,High,No,No,Yes,False,False,False,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0110,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0111,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0112,Medicine,High,No,No,Yes,False,False,False,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0111,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0112,Medicine,High,No,No,Yes,False,False,False,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0113,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0114,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0113,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0115,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0113,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0114,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0115,Medicine,High,Yes,No,Yes,True,True,False,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0116,Medicine,High,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0114,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0115,Medicine,High,Yes,No,Yes,True,True,False,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0116,Medicine,High,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0116,Medicine,High,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0117,Medicine,Medium,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0117,Medicine,Medium,Yes,No,Yes,True,True,False,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0118,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0119,Medicine,High,Yes,No,No,True,False,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0117,Medicine,Medium,Yes,No,Yes,True,True,False,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0118,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0119,Medicine,High,Yes,Yes,No,False,False,False,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0118,Medicine,High,Yes,No,Yes,True,True,False,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0119,Medicine,High,Yes,Yes,No,False,False,False,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0120,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0121,Medicine,High,Yes,No,No,True,False,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0120,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0121,Medicine,High,Yes,No,No,True,False,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0120,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0122,Medicine,High,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0121,Medicine,High,Yes,No,No,True,False,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0122,Medicine,High,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0122,Medicine,High,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0123,Medicine,High,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0123,Medicine,High,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0124,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0123,Medicine,High,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0124,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0125,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0124,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0126,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0125,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0126,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0127,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0125,Medicine,High,Yes,No,Yes,True,True,False,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0126,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0128,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0127,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0128,Medicine,High,Yes,No,Yes,True,True,False,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0129,Medicine,High,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0127,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0128,Medicine,High,Yes,No,Yes,True,True,False,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0129,Medicine,High,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0129,Medicine,High,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0130,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0131,Medicine,Boundary,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0130,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0131,Medicine,Boundary,Yes,No,Yes,True,True,False,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0130,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0132,Medicine,High,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0131,Medicine,Boundary,Yes,No,Yes,True,True,False,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0132,Medicine,High,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0133,Medicine,High,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0132,Medicine,High,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0134,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0133,Medicine,High,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0134,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0133,Medicine,High,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0134,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0135,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0136,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0135,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0136,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0137,Medicine,High,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0135,Medicine,High,Yes,No,Yes,True,True,False,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0138,Medicine,High,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0136,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0137,Medicine,High,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0138,Medicine,High,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0137,Medicine,High,No,Yes,No,True,True,False,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0138,Medicine,High,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0139,Medicine,High,Yes,No,No,True,False,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0139,Medicine,High,Yes,No,No,True,False,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0140,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0141,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0139,Medicine,High,Yes,No,No,True,False,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0140,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0141,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0142,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0140,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0141,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0142,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0143,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0143,Medicine,High,Yes,No,Yes,True,True,False,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0142,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0144,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0143,Medicine,High,Yes,No,Yes,True,True,False,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0144,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0145,Medicine,High,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0144,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0145,Medicine,High,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0146,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0147,Medicine,High,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0145,Medicine,High,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0146,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0147,Medicine,High,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0146,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0147,Medicine,High,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0148,Medicine,High,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0148,Medicine,High,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0149,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0150,Medicine,High,No,No,Yes,False,False,False,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0148,Medicine,High,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0149,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0151,Medicine,High,Yes,No,Yes,True,True,False,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0149,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0150,Medicine,High,No,No,Yes,False,False,False,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0152,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0150,Medicine,High,No,No,Yes,False,False,False,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0151,Medicine,High,Yes,No,Yes,True,True,False,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0152,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0151,Medicine,High,Yes,No,Yes,True,True,False,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0153,Medicine,High,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0152,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0154,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0153,Medicine,High,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0154,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0153,Medicine,High,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0155,Medicine,High,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0154,Medicine,High,Yes,No,Yes,True,True,False,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0155,Medicine,High,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0156,Medicine,High,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0155,Medicine,High,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0157,Medicine,High,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0156,Medicine,High,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0157,Medicine,High,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0156,Medicine,High,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0157,Medicine,High,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0158,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0158,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0159,Medicine,High,No,No,Yes,False,False,False,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0158,Medicine,High,Yes,No,Yes,True,True,False,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0160,Medicine,Boundary,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0159,Medicine,High,No,No,Yes,False,False,False,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0160,Medicine,Boundary,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0159,Medicine,High,No,No,Yes,False,False,False,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0160,Medicine,Boundary,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0162,Medicine,High,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0161,Medicine,High,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0162,Medicine,High,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A1,q0161,Medicine,High,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0163,Medicine,High,Yes,No,Yes,True,True,False,,,22
GPT-4o-mini,openai/gpt-4o-mini,A3,q0162,Medicine,High,No,No,No,False,True,True,,,22
GPT-4o-mini,openai/gpt-4o-mini,A0,q0164,Medicine,High,Yes,Yes,Yes,False,True,True,,,22
